exe,min_s,median_s,max_s
vec_all_pragmas,0.026422767899930477,0.026942224707454443,0.02887289272621274
vec_nopragma,0.026121783070266247,0.02698391303420067,0.02869390696287155
vec_only_angle,0.026178169064223766,0.026468965224921703,0.027493140194565058
vec_only_bn,0.026223795022815466,0.026804516091942787,0.030419220682233572
vec_only_bond,0.02651602402329445,0.027111472561955452,0.02897095773369074
vec_only_kdk,0.025795018766075373,0.026752328034490347,0.028021092992275953
