Time,Infected,Susceptibile,Recovered
0.000000000000,1.000000000000,999.000000000000,0.000000000000
5.000000000000,1.499000000000,998.001000000000,0.500000000000
10.000000000000,2.245503499000,996.504996501000,1.249500000000
15.000000000000,3.360407205914,994.267341044586,2.372251749500
20.000000000000,5.021346740408,990.926197907135,4.052455352457
25.000000000000,7.486457404050,985.950413873289,6.563128722661
30.000000000000,11.124504477993,978.569138097321,10.306357424686
35.000000000000,16.448348997786,967.683041338531,15.868609663683
40.000000000000,24.140962882068,951.766252955356,24.092784162576
45.000000000000,35.047035226034,928.789699170356,36.163265603610
50.000000000000,50.074842917418,896.238373865955,53.686783216627
55.000000000000,69.916417246609,851.359378078055,78.724204675336
60.000000000000,94.482206127824,791.835380573536,113.682413298640
65.000000000000,122.055456710564,717.021026926883,160.923516362552
70.000000000000,148.544057267921,629.504698014245,221.951244717834
75.000000000000,167.781210546214,535.995516101991,296.223273351795
80.000000000000,173.820581812041,446.065539563057,380.113878624902
85.000000000000,164.445662519173,368.530167949904,467.024169530922
90.000000000000,142.826018886411,307.926980323080,549.247000790509
95.000000000000,115.392994150465,263.946995615820,620.660010233715
100.000000000000,88.154131196362,233.489361494691,678.356507308947
105.000000000000,64.660117404339,212.906309688533,722.433572907128
110.000000000000,46.096605682754,199.139762707948,754.763631609297
115.000000000000,32.227969958683,189.960095590643,777.811934450675
120.000000000000,22.236013233385,183.838067336599,793.925919430016
125.000000000000,15.205832314789,179.750241638502,805.043926046709
130.000000000000,10.336168190292,177.016989605604,812.646842204103
135.000000000000,6.997761472249,175.187312228502,817.814926299249
140.000000000000,4.724799760064,173.961393204562,821.313807035374
145.000000000000,3.184332628905,173.139460455689,823.676206915406
150.000000000000,2.143499947733,172.588126822409,825.268373229859
155.000000000000,1.441692614690,172.218184181586,826.340123203725
160.000000000000,0.969131991595,171.969898497336,827.060969511070
165.000000000000,0.651227526022,171.803236967111,827.545535506867
170.000000000000,0.437496759984,171.691353970138,827.871149269878
175.000000000000,0.293862791071,171.616239559059,828.089897649870
180.000000000000,0.197363022686,171.565807931909,828.236829045406
185.000000000000,0.132542257786,171.531947185466,828.335510556748
190.000000000000,0.089006360455,171.509211953904,828.401781685641
195.000000000000,0.059768590968,171.493946543163,828.446284865869
200.000000000000,0.040134247029,171.483696591619,828.476169161353
