Time,Infected,Susceptibile,Recovered
0.000000000000,1.000000000000,999.000000000000,0.000000000000
20.000000000000,2.996000000000,995.004000000000,2.000000000000
40.000000000000,8.928127936000,983.079872064000,7.992000000000
60.000000000000,26.180123540376,947.971620587624,25.848255872000
80.000000000000,73.091933018641,848.699564028608,78.208502952751
100.000000000000,175.040433729074,600.567197280894,224.392368990033
120.000000000000,245.453737052933,180.073026498886,574.473236448180
140.000000000000,-68.655347866599,3.274637312552,1065.380710554047
160.000000000000,67.756062411278,4.173922767873,928.070014820849
180.000000000000,-66.624828125039,3.042688481633,1063.582139643406
200.000000000000,65.813953736532,3.853562870141,930.332483393328
